EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5443435,NEW YORK (MANHATTAN) (ZONE), ,04/28/2005,1515,Strong Wind,31, ,0,2,0,0,NY,EST,MG,1187237,Z,72,OKX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","
As a shower moved east across the area, it produced a peak wind gust to 36 mph at Central Park.  Two injuries resulted.  A pedestrian was struck by a table blown off a roof 2 miles east of Central Park.  A man was struck by debris blown off a roof 1 mile east of Central Park.",1
5481964,NEW YORK (MANHATTAN) (ZONE), ,10/16/2005,1230,Strong Wind,31, ,0,0,1000,0,NY,EST,MG,1201192,Z,72,OKX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","
A strong west pressure gradient developed as an intensifying low pressure system moved north across Northern New England as a ridge of high pressure extended south across the Western Great Lakes.  With very wet antecedent conditions and most trees with full leaf canopies, many trees were downed in saturated ground as peak west winds gusted from 36 to 46 mph.

An off duty NWS employee reported a tree down on a house in Hampton Bays.  The NYC Office of Emergency Management reported trees down at many locations throughout Staten Island, Brooklyn, and Queens.  They also reported that a window on the 17th floor at Seventh Avenue and Forty Ninth Street in Manhattan was blown out as glass shattered in the streets.  A tree fell on a moving car on Jackie Robinson Parkway in Flushing Queens.  Injuries were unknown.  A tree fell on a person in Clove Lakes Park, about 1 mile north of Todt Hill in Staten Island.  Injury was unknown.",2
5481972,NEW YORK (MANHATTAN) (ZONE), ,10/25/2005,710,Strong Wind,42, ,0,0,2000,0,NY,EST,EG,1201195,Z,72,OKX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","
With wet antecedent conditions and many trees still with nearly full leaf canopies, strong northeast winds and heavy rain caused by a coastal storm downed many trees across the region.  Peak wind gusts were between 40 and 50 mph.

The NYC Parks Department reported 169 downed trees in Queens, 98 downed trees in Brooklyn, 27 downed trees in Staten Island, 22 downed trees in Manhattan, and 19 downed trees in the Bronx.  The NYC Office of Emergency Management logged 335 telephone calls in response to downed trees, downed limbs, and hanging limbs across the 5 boroughs of New York City.

A trained spotter in Suffolk County reported several downed tree limbs along with a utility pole snapped in half just west of the Route 25A and Edwards Avenue intersection in Baiting Hollow.",3
5481679,NEW YORK (MANHATTAN) (ZONE), ,11/24/2005,1130,Strong Wind,35, ,0,2,0,0,NY,EST,EG,1201204,Z,72,OKX,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"","
During the annual Macy's Thanksgiving Day Parade, strong west wind gusts between 35 and 45 mph caused the M and M Balloon to hit a lamppost, which resulted in a 30 pound light falling into a crowd.  Two women suffered cuts and bruises to their heads in Times Square near Broadway and 44th Street in Manhattan.",4
14171,NEW YORK (MANHATTAN) (ZONE), ,01/20/2007,900,Strong Wind,41.00, ,0,1,0,0,NY,EST-5,MG,2750,Z,72,OKX,0,0,Emergency Manager, , , , , , , , , , , , ,"Strong northwest winds resulted in 1 injury in Midtown Manhattan.  Metal blew off a construction scaffold and injured a pedestrian near the intersection of 1st Avenue and East 82nd Street.  Glass blew off a building under construction near the intersection of West 40th and 8th Avenues.  A 20 by 10 foot billboard blew down into a parking lot near Remsen and Ave A in Brooklyn.","As a low pressure system moved northeast across Southeast Canada, a high pressure system built southeast across the Ohio Valley.  This resulted in a strong northwest pressure gradient that caused winds to gust to 47 mph at JFK Airport and to 46 mph at Westchester County Airport and in Lindenhurst.",5
78365,NEW YORK (MANHATTAN) (ZONE), ,01/09/2008,1300,Strong Wind,34.00, ,0,0,5000,0,NY,EST-5,EG,13955,Z,72,OKX,0,0,Newspaper, , , , , , , , , , , , ,"Windows were broken on the 22nd floor of the New York Times building and 52nd floor of the Bank of New York Building.","Gusty west to northwest winds behind a cold front blew out isolated windows in high rise buildings in New York City.",6
214130,NEW YORK (MANHATTAN) (ZONE), ,01/25/2010,600,Strong Wind,48.00, ,0,0,25000,0,NY,EST-5,EG,36827,Z,72,OKX,0,0,Emergency Manager, , , , , , , , , , , , ,"Debris was blown off a building northwest of Crown Heights Brooklyn due to strong and gusty winds.","A tight pressure gradient ahead of a cold front produced strong southerly winds.",7
479230,NEW YORK (MANHATTAN) (ZONE), ,11/01/2013,900,Strong Wind,39.00, ,0,4,20000,0,NY,EST-5,EG,79970,Z,72,OKX,0,0,Broadcast Media, , , , , , , , , , , , ,"The strong winds caused a scaffolding to collapse at West 40th Street and 7th Avenue. There were 4 people reported injured.","Strong winds occurred ahead of a cold front.",8
570921,NEW YORK (MANHATTAN) (ZONE), ,04/04/2015,900,Strong Wind,30.00, ,0,0,10000,0,NY,EST-5,MS,94970,Z,72,OKX,0,0,Mesonet, , , , , , , , , , , , ,"A mesonet station reported a sustained wind of 35 mph at 10:57 am.","Strong northwest winds occurred behind a cold front.",9
619198,NEW YORK (MANHATTAN) (ZONE), ,02/16/2016,1000,Strong Wind,35.00, ,0,2,30000,0,NY,EST-5,MG,103601,Z,72,OKX,0,0,Emergency Manager, , , , , , , , , , , , ,"Strong winds blew a table off a 22 story building at 7th Avenue and West 39th street at 1115 am. ||Two people were injured.","Strong to isolated high winds occurred ahead of an area of low pressure and associated frontal boundary.",10
